voice_filename,transcript,accent,gender,tone
voice_185.mp3,نمادها را به ترتیب صعودی مرتب کنید.,فارسی,male,imperative
voice_186.mp3,کارها را به سرعت و با جدیت دنبال کنید.,فارسی,male,imperative
voice_187.mp3,صبح ها به موقع سرکار باشید و دیر نکنید.,فارسی,male,imperative
voice_188.mp3,خانه را مرتب کرده و شام آماده کنید.,فارسی,male,imperative
voice_189.mp3,چه جالب! این واقعاً شگفت‌انگیز است!,فارسی,male,exclamatory
voice_190.mp3,"خب، این واقعاً یک سورپرایز است!",فارسی,male,exclamatory
voice_191.mp3,ای جان! این واقعاً یک موفقیت بزرگ است!,فارسی,male,exclamatory
voice_192.mp3,نمیدانم چه بگویم! این واقعاً منحصربه‌فرد است!,فارسی,male,exclamatory
voice_193.mp3,هیچ کلمه‌ای نمی‌تواند تعجبم را توصیف کند! ,فارسی,male,exclamatory
voice_194.mp3,این واقعاً چیزی است که هرگز تصور نمی‌کردم!,فارسی,male,exclamatory
voice_195.mp3,وا! باورم نمیشود!,فارسی,male,exclamatory
voice_196.mp3,"وای، وای، وای! این خبر شگفت‌انگیزی است!",فارسی,male,exclamatory
voice_197.mp3,جدا؟ این خبر بهترین چیزی است که می‌توانستم بشنوم!,فارسی,male,exclamatory
voice_198.mp3,جدی؟ این چقدر هیجان‌انگیز است!,فارسی,male,exclamatory
voice_199.mp3,ایول! این اتفاق چقدر دلنشین است!,فارسی,male,exclamatory
voice_200.mp3,خدای من! من اصلاً این را نمی‌توانم باور کنم!,فارسی,male,exclamatory
voice_201.mp3,واقعا؟ نمی‌توانم باور کنم که این اتفاق افتاده است!,فارسی,male,exclamatory
voice_202.mp3,واو! نمی‌دانستم که این اتفاق می افتد!,فارسی,male,exclamatory
voice_203.mp3,اوه خدای من! چقدر شگفت‌انگیز است!,فارسی,male,exclamatory
voice_204.mp3,وای نمیتوانم باور کنم! اصلا در مغزم نمیگنجد.,فارسی,male,exclamatory
voice_205.mp3,راست میگویی؟ واقعا از شنیدنش شگفت زده شدم!,فارسی,male,exclamatory
voice_206.mp3,مطمئنی او این حرف را زد؟ نمیتوانم باور کنم!,فارسی,male,exclamatory
voice_207.mp3,امیر درسش را افتاده؟ چقدر عجیب است!,فارسی,male,exclamatory
voice_208.mp3,از ترافیک این ساعت از روز بسیار متعجبم!,فارسی,male,exclamatory
voice_209.mp3,آیا می‌توانم کمکی به شما کنم؟,فارسی,male,question
voice_210.mp3,آیا می‌توانید من را راهنمایی کنید؟,فارسی,male,question
voice_211.mp3, شما این مورد را بررسی کرده‌اید؟,فارسی,male,question
voice_212.mp3,می‌خواهید برایتان کاری انجام دهم؟,فارسی,male,question
voice_213.mp3,آیا می‌توانم از شما در مورد این موضوع مشاوره بگیرم؟,فارسی,male,question
voice_214.mp3,نظر شما درمورد تیم ملی چیست؟,فارسی,male,question
voice_215.mp3,میتوانم این موضوع را به تیم مدیریت ارجاع دهم؟,فارسی,male,question
voice_216.mp3,مطمئن هستید که این خبر درست است؟,فارسی,male,question
voice_217.mp3,می‌توانید این را در فهرست کارهایتان قرار دهید؟,فارسی,male,question
voice_218.mp3,آیا این مسئله برای شما اهمیت دارد؟,فارسی,male,question
voice_219.mp3, می‌توانید این موضوع را برایم توضیح دهید؟,فارسی,male,question
voice_220.mp3,درباره جلسه دیروز میتوانم نظرتان را بدانم؟,فارسی,male,question
voice_221.mp3,به نظرت هوای فردا برفی خواهد بود؟,فارسی,male,question
voice_222.mp3,چگونه میتوانم به شما کمک کنم؟,فارسی,male,question
voice_223.mp3,آیا می‌توانم این موضوع را در دستور کار قرار دهم؟,فارسی,male,question
voice_224.mp3,آیا برای فردا وقت خالی دارید؟,فارسی,male,question
voice_225.mp3,به نظرت او لباسش را از کدام فروشگاه خریده بود؟,فارسی,male,question
voice_226.mp3,آیا می‌توانم این خبر را بازتاب دهم؟,فارسی,male,question
voice_227.mp3,آیا میتوانم در کلاس کنار شما بنشینم؟,فارسی,male,question
voice_228.mp3,قیمت آن ماشین چند است؟,فارسی,male,question
voice_229.mp3,من برنامه ریزی خوبی برای ...,فارسی,male,question
voice_230.mp3,اگر می‌توانستم زمان را ...,فارسی,male,incomplete
voice_231.mp3,او تا آخرین لحظه منتظر ...,فارسی,male,incomplete
voice_232.mp3,هر روز صبح زود بیدار ...,فارسی,male,incomplete
voice_233.mp3,این یک ایده عالی برای ...,فارسی,male,incomplete
voice_234.mp3,هر روز سعی می‌کنم بهترین خودم را ...,فارسی,male,incomplete
voice_235.mp3,این پروژه بسیار پیچیده ...,فارسی,male,incomplete
voice_236.mp3,من از طرف شما به او وعده ...,فارسی,male,incomplete
voice_237.mp3,من همیشه روی رویاهایم حساب ...,فارسی,male,incomplete
voice_238.mp3,او همیشه به من گفته بود که قدردان ...,فارسی,male,incomplete
voice_239.mp3,همیشه برنامه‌ریزی را در دستور ...,فارسی,male,incomplete
voice_240.mp3,هرچه بیشتر به آن فکر ...,فارسی,male,incomplete
voice_241.mp3,این مسیر بسیار پر از چالش است ولی من ...,فارسی,male,incomplete
voice_242.mp3,"اگر می‌توانستم یک توقف کوچک داشته باشم،...",فارسی,male,incomplete
voice_243.mp3,باید بیشتر تلاش کنم تا...,فارسی,male,incomplete
voice_244.mp3,هنوز به کسی نگفته‌ام که...,فارسی,male,incomplete
voice_245.mp3,او به من یک نامه نوشته بود که...,فارسی,male,incomplete
voice_246.mp3,من همیشه به او قول داده بودم که...,فارسی,male,incomplete
voice_247.mp3,او برای همیشه در قلب من خواهد ...,فارسی,male,incomplete
voice_248.mp3,من هنوز به دنبال پاسخی هستم که...,فارسی,male,incomplete
voice_249.mp3,دیشب در حیاط خلوت خانه‌ام قدم زدم و نور زیبای ماه را تماشا کردم.,فارسی,male,normal
voice_250.mp3,آن زمان‌هایی که با دوستانم در کوهستان کمپ زدیم و خاطراتی زیبا ایجاد کردیم.,فارسی,male,normal
voice_251.mp3,"خوردن یک وعده غذای سالم همراه با سبزیجات تازه، احساس انرژی و سلامتی می‌آورد.",فارسی,male,normal
voice_252.mp3,"آب و هوای زمستان با برف‌های نازکی که روی درختان می‌نشیند، جلب توجه می‌کند.",فارسی,male,normal
voice_253.mp3,"هر روز صبح، با یک فنجان قهوه داغ، برنامه‌های روزم را شروع می‌کنم.",فارسی,male,normal
voice_254.mp3,کتابخانه کوچک من پر از داستان‌های جذاب و دانستنی‌های جدید است.,فارسی,male,normal
voice_255.mp3,"در گلخانه کوچکم، گل‌های مختلفی رشد می‌کنند.",فارسی,male,normal
voice_256.mp3,امروز با دوستانم به یک موزه هنر معاصر رفتیم و اثرات هنرمندان را مشاهده کردیم.,فارسی,male,normal
voice_257.mp3,"همیشه زمانی که برنامه‌های طولانی را پشت‌سر گذاشتم، احساس رضایت و موفقیت درون خودم را تجربه می‌کنم.",فارسی,male,normal
voice_258.mp3,زمانی که در پارک صبحانه خود را می‌خورم به لحظات زیبا و آرامش بخش فکر می‌کنم.,فارسی,male,normal
voice_259.mp3,بهترین راه برای مدیریت استرس چیست؟,فارسی,male,question
voice_260.mp3,تا به حال در تدریس یک موضوع جدید چالشی را تجربه کرده‌اید؟,فارسی,male,question
voice_261.mp3,آیا معتقدید که هنر می‌تواند تاثیر بزرگی در روان و احساسات انسان داشته باشد؟,فارسی,male,question
voice_262.mp3,آیا در دوران کودکی خاطرات خوبی داشته‌اید که هنوز به آنها فکر ‌کنید؟,فارسی,male,question
voice_263.mp3,آیا اعتقاد دارید که ورزش روزانه می‌تواند به بهبود سلامت روحی و جسمی کمک کند؟,فارسی,male,question
voice_264.mp3,فکر می‌کنید که تجربه سفر به یک کشور جدید می‌تواند ذهن را باز کند؟,فارسی,male,question
voice_265.mp3,می‌توانید خود را در شرایط مختلف به چالش بکشید؟,فارسی,male,question
voice_266.mp3,به نظر شما توسعه مهارت‌های فردی می‌تواند به بهبود کیفیت زندگی کمک کند؟,فارسی,male,question
voice_267.mp3,آیا با اهداف و رویه‌های جدید در زندگی آشنا شدید؟,فارسی,male,question
voice_268.mp3,آیا معتقدید که موسیقی می‌تواند بر روی احساسات و حالات روحی تاثیرگذار باشد؟,فارسی,male,question
